No.,jointName,rotate_00,rotate_01,rotate_02,rotate_10,rotate_11,rotate_12,rotate_20,rotate_21,rotate_22
0,arm_L_humerus_ik_bind_anim,0.8754962175116239,0.029150514130233965,-0.4823449187550154,-0.07984202840592657,0.9931856778403215,-0.08489675984917434,0.47658328088894025,0.11283818883163711,0.871857740413153
0,arm_L_humerus_ik_bind_anim,0.8643513338066378,0.02211179355156781,-0.5024020703904585,-0.0666586640639091,0.9952551561763254,-0.07087874582449262,0.4984509948348997,0.09475358932711182,0.8617240643371448
0,arm_L_humerus_ik_bind_anim,0.856792587338571,0.01608567836734,-0.5154102378039649,-0.05194892277392428,0.9971209073390341,-0.05523771872561212,0.513037787793751,0.07410227458616556,0.8551614357516657
0,arm_L_humerus_ik_bind_anim,0.8530187376601983,0.010805373191968564,-0.5217684132934688,-0.03618248724759963,0.9986043502821248,-0.03847309727839226,0.5206244911807156,0.05169715183448341,0.8522191875773646
0,arm_L_humerus_ik_bind_anim,0.8528268185119621,0.005893941468488335,-0.522160587444831,-0.019795888265308575,0.9995824429867564,-0.021049049394579467,0.521818493764405,0.02828782647348611,0.8525873904995626
0,arm_L_humerus_ik_bind_anim,0.8556608883297064,0.0009704398616509768,-0.5175359914337285,-0.0031777676310563315,0.999989242619147,-0.003378822112431145,0.5175271451583005,0.00453573505171564,0.8556547674920301
0,arm_L_humerus_ik_bind_anim,0.8606673273262322,-0.0042598175453174136,-0.5091498852279169,0.013339516091627803,0.999810415144514,0.014184184114565918,0.508992936084148,-0.018999676919234893,0.8605609817400526
0,arm_L_humerus_ik_bind_anim,0.8667403965559908,-0.00993016904710266,-0.49866068295050076,0.02948222077870903,0.9990735935639279,0.031348896331686825,0.49788742064438557,-0.041872979186527375,0.8662302061104342
0,arm_L_humerus_ik_bind_anim,0.8725345020185217,-0.015945630434043134,-0.48829220724618466,0.045032388253054174,0.997837285809748,0.047883557261982346,0.48647263725261697,-0.06376902004811011,0.8713655290901673
0,arm_L_humerus_ik_bind_anim,0.8764514788653853,-0.02191883526005294,-0.4809910288721835,0.059821008507895464,0.9961804109552835,0.06360845674956091,0.4777596175230565,-0.08452309441688184,0.8744150012290604
0,arm_L_humerus_ik_bind_anim,0.876587173116387,-0.027115328345510142,-0.4804786019132762,0.07371823785844624,0.9941938090722001,0.0783855306134706,0.47556340201372405,-0.10413178655542679,0.8734964348489971
0,arm_L_humerus_ik_bind_anim,0.8733407943287624,-0.03165222964255858,-0.48608023341816803,0.08805318108187413,0.9917058178932086,0.09362803030142731,0.47908505952760494,-0.12457008916837559,0.8688842262476711
0,arm_L_humerus_ik_bind_anim,0.8684016828141022,-0.03611355723148146,-0.4945445665152167,0.10420014484090573,0.9883654660996146,0.11079727089069431,0.48478948740744104,-0.1477481519538574,0.8620612718904906
0,arm_L_humerus_ik_bind_anim,0.8616675217269791,-0.040176424993201995,-0.505880358262358,0.12210664390788051,0.9839879092676571,0.1298374442471011,0.4925637517260483,-0.17364806157809717,0.8527762316081102
0,arm_L_humerus_ik_bind_anim,0.853131445590394,-0.04349698027589534,-0.5198795526386117,0.14169547892539996,0.9783772319757069,0.15066646343382223,0.502084781483114,-0.20220287994593977,0.8408477077001647
0,arm_L_humerus_ik_bind_anim,0.842891165317756,-0.0457397175056245,-0.5361365140258413,0.1628548610412695,0.9713351723068995,0.17316546213016817,0.5128477139117461,-0.2332720756585142,0.8261787706383312
0,arm_L_humerus_ik_bind_anim,0.8311439354372081,-0.04660640865378853,-0.55410071400274,0.185428763595238,0.9626737465253701,0.19716853547751717,0.524228892963266,-0.26662164282594103,0.8087626149614637
0,arm_L_humerus_ik_bind_anim,0.8181680572653005,-0.045859505803477765,-0.5731473944791029,0.2092084657668493,0.9522321921128755,0.22245374835095244,0.5355677808851134,-0.30191183817692313,0.7886801595364413
0,arm_L_humerus_ik_bind_anim,0.8042956707382761,-0.043337738482501074,-0.5926468716317407,0.2339265705532072,0.9398980671031548,0.248736774613182,0.5462479598322377,-0.33869376120468453,0.7660937948450843
0,arm_L_humerus_ik_bind_anim,0.7898824027063177,-0.03896405421070209,-0.6120192745121346,0.2592549347783767,0.9256314864986559,0.2756686960743788,0.5557631408144605,-0.37641486910290095,0.7412416459092757
0,arm_L_humerus_ik_bind_anim,0.7752779487726795,-0.03274692282630313,-0.6307707516936994,0.28480779245599613,0.909490442741089,0.30283932360075055,0.5637629142673084,-0.4144330749445874,0.7144344636765537
0,arm_L_humerus_ik_bind_anim,0.7607941997258544,-0.024771359220715095,-0.6485202891397113,0.31015075963884975,0.8916541881593516,0.32978677207148893,0.5700865653205143,-0.4520389236561891,0.6860481903924918
0,arm_L_humerus_ik_bind_anim,0.746707912720823,-0.015208430443441582,-0.6649781926676681,0.33481535633133264,0.8724411103316498,0.3560129016875664,0.5747399153050311,-0.4884825612513972,0.6565506965257448
0,arm_L_humerus_ik_bind_anim,0.7332036282066772,-0.004269867490275637,-0.6799957410279716,0.35831731929238747,0.852317765023476,0.3810027901741718,0.5779456187909741,-0.5230068791679533,0.6264524451730679
0,arm_L_humerus_ik_bind_anim,0.720392664288658,0.007786228107479587,-0.6935227349488604,0.3801756391919766,0.8318969187314474,0.40424497519461555,0.5800869698623309,-0.5548755637591023,0.5963323034508169
0,arm_L_humerus_ik_bind_anim,0.708300638203362,0.020678093504654244,-0.7056079806590362,0.3999283516740466,0.8119244075150263,0.42524824515646575,0.5816936646104975,-0.5833962400722053,0.5668168201647014
0,arm_L_humerus_ik_bind_anim,0.6949039900643681,0.03616212788348924,-0.7181926935715505,0.4171773201638781,0.7932160200076204,0.4435892572461101,0.5857230814416535,-0.607865648075468,0.5361229576844154
0,arm_L_humerus_ik_bind_anim,0.6791185582588666,0.05518492918203846,-0.7319512329517397,0.4319250632169839,0.7762159322662134,0.4592706895297127,0.593497029136122,-0.6280473310884033,0.503306890792616
0,arm_L_humerus_ik_bind_anim,0.6623015847730251,0.07604322029962439,-0.7453683917725531,0.4443450253601302,0.7611327174967626,0.4724769674742873,0.6032529396901807,-0.644122981271788,0.47030997836820254
0,arm_L_humerus_ik_bind_anim,0.6456794123530097,0.09704523016950631,-0.7574168731714522,0.45462149676188063,0.7480907834365701,0.48340404882380333,0.6135286392218862,-0.6564620347275281,0.438907969642765
0,arm_L_humerus_ik_bind_anim,0.6302969190402404,0.11670543819144531,-0.7675321716676916,0.4629427895845016,0.7371375561784411,0.4922521679413866,0.6232252942717426,-0.6655885094920267,0.41058758945209434
0,arm_L_humerus_ik_bind_anim,0.6170126589240311,0.1338225979133787,-0.7754913868091712,0.46949775144678996,0.7282507313863543,0.4992221285376364,0.6315593718043502,-0.6721178352959801,0.3865105113229656
0,arm_L_humerus_ik_bind_anim,0.6064932396501708,0.14750790917267573,-0.7812857140573775,0.47447502019127874,0.721344968198411,0.5045145112574257,0.6379963992634492,-0.6766851953355706,0.367502028484925
0,arm_L_humerus_ik_bind_anim,0.5991875117594498,0.1572036192032977,-0.7850231511623742,0.4780643338791366,0.716277892573379,0.5083310666124354,0.6422062117608459,-0.6798771967936733,0.3540313246815315
0,arm_L_humerus_ik_bind_anim,0.5952734306022931,0.16271527903234753,-0.78687564505988,0.48045917306893327,0.7128556220780198,0.5108775245454397,0.64405630641497,-0.6821734383873245,0.3461659632689522
0,arm_L_humerus_ik_bind_anim,0.5946027937512806,0.1642439800939123,-0.7870650752422462,0.4818599934030255,0.7108382176065933,0.5123670316750657,0.6436291357768139,-0.6839100404240254,0.3435237869295218
0,arm_L_humerus_ik_bind_anim,0.5966401163464522,0.1624333989900699,-0.7858981883543341,0.4824772954532983,0.7099455151799754,0.5130234154967102,0.6412770313508528,-0.6852683827292575,0.34521154774060714
0,arm_L_humerus_ik_bind_anim,0.6004568948348248,0.158372643928563,-0.7838173403927708,0.4825337872325595,0.7098637072180664,0.5130834838051465,0.6376618709193165,-0.6863028652349483,0.3498224057232142
0,arm_L_humerus_ik_bind_anim,0.6048022591771576,0.15352833765015791,-0.7814366748704502,0.4822649473708677,0.7102528548639876,0.5127976235269911,0.6337465959132093,-0.6870006780898652,0.35552119553197536
0,arm_L_humerus_ik_bind_anim,0.6082823035239313,0.14955589924459264,-0.7795034780042749,0.48191741971394175,0.7107552668695157,0.5124280936809573,0.6306728468832921,-0.6873572459924933,0.36026625790620326
0,arm_L_humerus_ik_bind_anim,0.6096478956619878,0.14797340930183392,-0.7787382830287092,0.4817448775553159,0.7110044403992978,0.5122446277724102,0.6294849611103698,-0.6874420381909105,0.3621769289502066
1,arm_L_elbow_ik_bind_anim,0.48771249760325514,0.0,0.8730043067944135,-0.0,1.0,0.0,-0.8730043067944135,-0.0,0.48771249760325514
1,arm_L_elbow_ik_bind_anim,0.4756691674460394,0.0,0.8796242624786971,-0.0,1.0,0.0,-0.8796242624786971,-0.0,0.4756691674460394
1,arm_L_elbow_ik_bind_anim,0.4424096202644016,0.0,0.8968130952977368,-0.0,1.0,0.0,-0.8968130952977368,-0.0,0.4424096202644016
1,arm_L_elbow_ik_bind_anim,0.3932974646195877,0.0,0.9194112813772758,-0.0,1.0,0.0,-0.9194112813772758,-0.0,0.3932974646195877
1,arm_L_elbow_ik_bind_anim,0.3345369225764316,0.0,0.9423826438517909,-0.0,1.0,0.0,-0.9423826438517909,-0.0,0.3345369225764316
1,arm_L_elbow_ik_bind_anim,0.27258536821633494,0.0,0.9621316006837969,-0.0,1.0,0.0,-0.9621316006837969,-0.0,0.27258536821633494
1,arm_L_elbow_ik_bind_anim,0.21351233448262238,0.0,0.9769403682025738,-0.0,1.0,0.0,-0.9769403682025738,-0.0,0.21351233448262238
1,arm_L_elbow_ik_bind_anim,0.16233568622925162,0.0,0.9867355902046291,-0.0,1.0,0.0,-0.9867355902046291,-0.0,0.16233568622925162
1,arm_L_elbow_ik_bind_anim,0.12246537939440993,0.0,0.9924727859492085,-0.0,1.0,0.0,-0.9924727859492085,-0.0,0.12246537939440993
1,arm_L_elbow_ik_bind_anim,0.09531674986430738,0.0,0.9954469936643061,-0.0,1.0,0.0,-0.9954469936643061,-0.0,0.09531674986430738
1,arm_L_elbow_ik_bind_anim,0.08017702947833572,0.0,0.9967806398320697,-0.0,1.0,0.0,-0.9967806398320697,-0.0,0.08017702947833572
1,arm_L_elbow_ik_bind_anim,0.07436532992712629,0.0,0.9972310653528746,-0.0,1.0,0.0,-0.9972310653528746,-0.0,0.07436532992712629
1,arm_L_elbow_ik_bind_anim,0.073674549395498,0.0,0.9972823375410649,-0.0,1.0,0.0,-0.9972823375410649,-0.0,0.073674549395498
1,arm_L_elbow_ik_bind_anim,0.07303877925588931,0.0,0.997329101513041,-0.0,1.0,0.0,-0.997329101513041,-0.0,0.07303877925588931
1,arm_L_elbow_ik_bind_anim,0.06736169182611063,0.0,0.9977286216573745,-0.0,1.0,0.0,-0.9977286216573745,-0.0,0.06736169182611063
1,arm_L_elbow_ik_bind_anim,0.06615942521683493,0.0,0.997809065129686,-0.0,1.0,0.0,-0.997809065129686,-0.0,0.06615942521683493
1,arm_L_elbow_ik_bind_anim,0.08132921936988712,0.0,0.996687292021266,-0.0,1.0,0.0,-0.996687292021266,-0.0,0.08132921936988712
1,arm_L_elbow_ik_bind_anim,0.11180412924445793,0.0,0.9937302635443326,-0.0,1.0,0.0,-0.9937302635443326,-0.0,0.11180412924445793
1,arm_L_elbow_ik_bind_anim,0.15629746104217845,0.0,0.9877100301565074,-0.0,1.0,0.0,-0.9877100301565074,-0.0,0.15629746104217845
1,arm_L_elbow_ik_bind_anim,0.21319905691884478,0.0,0.977008783035708,-0.0,1.0,0.0,-0.977008783035708,-0.0,0.21319905691884478
1,arm_L_elbow_ik_bind_anim,0.2805147439596215,0.0,0.9598497165813344,-0.0,1.0,0.0,-0.9598497165813344,-0.0,0.2805147439596215
1,arm_L_elbow_ik_bind_anim,0.3558454452222875,0.0,0.9345448192112306,-0.0,1.0,0.0,-0.9345448192112306,-0.0,0.3558454452222875
1,arm_L_elbow_ik_bind_anim,0.43640226219758615,0.0,0.8997516688224754,-0.0,1.0,0.0,-0.8997516688224754,-0.0,0.43640226219758615
1,arm_L_elbow_ik_bind_anim,0.5190566291285317,0.0,0.8547398526790043,-0.0,1.0,0.0,-0.8547398526790043,-0.0,0.5190566291285317
1,arm_L_elbow_ik_bind_anim,0.6004360831894018,0.0,0.7996727518204991,-0.0,1.0,0.0,-0.7996727518204991,-0.0,0.6004360831894018
1,arm_L_elbow_ik_bind_anim,0.677050280110749,0.0,0.73593676236614,-0.0,1.0,0.0,-0.73593676236614,-0.0,0.677050280110749
1,arm_L_elbow_ik_bind_anim,0.7454875963139314,0.0,0.6665194998963473,-0.0,1.0,0.0,-0.6665194998963473,-0.0,0.7454875963139314
1,arm_L_elbow_ik_bind_anim,0.8026489818666236,0.0,0.5964516844711503,-0.0,1.0,0.0,-0.5964516844711503,-0.0,0.8026489818666236
1,arm_L_elbow_ik_bind_anim,0.846024926411085,0.0,0.5331433427241851,-0.0,1.0,0.0,-0.5331433427241851,-0.0,0.846024926411085
1,arm_L_elbow_ik_bind_anim,0.8737651213843933,0.0,0.48634813935299115,-0.0,1.0,0.0,-0.48634813935299115,-0.0,0.8737651213843933
1,arm_L_elbow_ik_bind_anim,0.8901753194801335,0.0,0.4556181521717964,-0.0,1.0,0.0,-0.4556181521717964,-0.0,0.8901753194801335
1,arm_L_elbow_ik_bind_anim,0.9009651905942744,0.0,0.43389137504382685,-0.0,1.0,0.0,-0.43389137504382685,-0.0,0.9009651905942744
1,arm_L_elbow_ik_bind_anim,0.90680980061321,0.0,0.42154001650119793,-0.0,1.0,0.0,-0.42154001650119793,-0.0,0.90680980061321
1,arm_L_elbow_ik_bind_anim,0.9082712984693705,0.0,0.4183817017709591,-0.0,1.0,0.0,-0.4183817017709591,-0.0,0.9082712984693705
1,arm_L_elbow_ik_bind_anim,0.9057910082344343,0.0,0.4237247330539569,-0.0,1.0,0.0,-0.4237247330539569,-0.0,0.9057910082344343
1,arm_L_elbow_ik_bind_anim,0.8997075175516699,0.0,0.4364932792850443,-0.0,1.0,0.0,-0.4364932792850443,-0.0,0.8997075175516699
1,arm_L_elbow_ik_bind_anim,0.8902897081882652,0.0,0.4553945931761306,-0.0,1.0,0.0,-0.4553945931761306,-0.0,0.8902897081882652
1,arm_L_elbow_ik_bind_anim,0.8777708594851074,0.0,0.4790807011754657,-0.0,1.0,0.0,-0.4790807011754657,-0.0,0.8777708594851074
1,arm_L_elbow_ik_bind_anim,0.8623741694341812,0.0,0.5062714606737241,-0.0,1.0,0.0,-0.5062714606737241,-0.0,0.8623741694341812
1,arm_L_elbow_ik_bind_anim,0.8443267010203094,0.0,0.535828724448551,-0.0,1.0,0.0,-0.535828724448551,-0.0,0.8443267010203094
1,arm_L_elbow_ik_bind_anim,0.8238496896620824,0.0,0.5668083351924974,-0.0,1.0,0.0,-0.5668083351924974,-0.0,0.8238496896620824
1,arm_L_elbow_ik_bind_anim,0.8012172044428865,0.0,0.598373621832318,-0.0,1.0,0.0,-0.598373621832318,-0.0,0.8012172044428865
1,arm_L_elbow_ik_bind_anim,0.7766539421501405,0.0,0.6299274991160858,-0.0,1.0,0.0,-0.6299274991160858,-0.0,0.7766539421501405
1,arm_L_elbow_ik_bind_anim,0.7504029163697867,0.0,0.6609806828521682,-0.0,1.0,0.0,-0.6609806828521682,-0.0,0.7504029163697867
1,arm_L_elbow_ik_bind_anim,0.722704654397222,0.0,0.6911569883265248,-0.0,1.0,0.0,-0.6911569883265248,-0.0,0.722704654397222
1,arm_L_elbow_ik_bind_anim,0.6844257986435139,0.0,0.7290825235535331,-0.0,1.0,0.0,-0.7290825235535331,-0.0,0.6844257986435139
1,arm_L_elbow_ik_bind_anim,0.6279699824340808,0.0,0.778237560878258,-0.0,1.0,0.0,-0.778237560878258,-0.0,0.6279699824340808
1,arm_L_elbow_ik_bind_anim,0.5562440716442614,0.0,0.8310189725635714,-0.0,1.0,0.0,-0.8310189725635714,-0.0,0.5562440716442614
1,arm_L_elbow_ik_bind_anim,0.47264147096209264,0.0,0.8812548098744138,-0.0,1.0,0.0,-0.8812548098744138,-0.0,0.47264147096209264
1,arm_L_elbow_ik_bind_anim,0.38089828344882615,0.0,0.9246169464517389,-0.0,1.0,0.0,-0.9246169464517389,-0.0,0.38089828344882615
1,arm_L_elbow_ik_bind_anim,0.28487073638338434,0.0,0.9585659411602252,-0.0,1.0,0.0,-0.9585659411602252,-0.0,0.28487073638338434
1,arm_L_elbow_ik_bind_anim,0.18831491009905943,0.0,0.9821086979730824,-0.0,1.0,0.0,-0.9821086979730824,-0.0,0.18831491009905943
1,arm_L_elbow_ik_bind_anim,0.09471072016894377,0.0,0.9955048364950719,-0.0,1.0,0.0,-0.9955048364950719,-0.0,0.09471072016894377
1,arm_L_elbow_ik_bind_anim,0.007122324973542815,0.0,0.9999746359218175,-0.0,1.0,0.0,-0.9999746359218175,-0.0,0.007122324973542815
1,arm_L_elbow_ik_bind_anim,-0.0718243627163395,0.0,0.9974172952783562,0.0,1.0,0.0,-0.9974172952783562,0.0,-0.0718243627163395
1,arm_L_elbow_ik_bind_anim,-0.13997974885823772,0.0,0.9901543667073255,0.0,1.0,0.0,-0.9901543667073255,0.0,-0.13997974885823772
1,arm_L_elbow_ik_bind_anim,-0.1955865778923156,0.0,0.9806864384442018,0.0,1.0,0.0,-0.9806864384442018,0.0,-0.1955865778923156
1,arm_L_elbow_ik_bind_anim,-0.23715787562012003,0.0,0.9714711225926129,0.0,1.0,0.0,-0.9714711225926129,0.0,-0.23715787562012003
1,arm_L_elbow_ik_bind_anim,-0.26328924668169273,0.0,0.9647169390975712,0.0,1.0,0.0,-0.9647169390975712,0.0,-0.26328924668169273
1,arm_L_elbow_ik_bind_anim,-0.2724134143635528,0.0,0.9621803010220026,0.0,1.0,0.0,-0.9621803010220026,0.0,-0.2724134143635528
2,arm_L_wirst_ik_bind_anim,0.45930969763653173,0.42804218509639425,0.778340856845471,-0.7596686908231697,-0.2648411830276698,0.5939382358086703,0.4603673335935655,-0.8640827712380386,0.20352612267112624
2,arm_L_wirst_ik_bind_anim,0.46024611691781225,0.4459155804184385,0.7676801462863051,-0.749753734927397,-0.2678508255588441,0.6050828639201944,0.4754396374141454,-0.8540580954405462,0.21104956950435383
2,arm_L_wirst_ik_bind_anim,0.4628240224379341,0.49457147335098994,0.7356581964484605,-0.7204378362887622,-0.2736762634146474,0.6372367118167022,0.5164912857908998,-0.8249244575055508,0.2296440530717818
2,arm_L_wirst_ik_bind_anim,0.46698742779300983,0.5643610672451602,0.6807490933237974,-0.6716538190476042,-0.27435263583608704,0.6881945790025954,0.5751555351746487,-0.7786059446136379,0.25093603441966705
2,arm_L_wirst_ik_bind_anim,0.4736011751136359,0.6431442954474584,0.6017203188894116,-0.6040609649152463,-0.25999314800581946,0.7533351934269932,0.6409463921395021,-0.7202561892989301,0.26536530327067837
2,arm_L_wirst_ik_bind_anim,0.484916507227937,0.7173269588132225,0.5002979264174813,-0.5207153754072685,-0.22279332899564605,0.8241472140154968,0.7026460551602959,-0.6601554110319867,0.26548701371792804
2,arm_L_wirst_ik_bind_anim,0.5044892340820271,0.7738336763424017,0.38297787671578687,-0.42746609343780245,-0.1615336580513451,0.8894827802029529,0.7501755472263496,-0.6124445433465415,0.24929566716790835
2,arm_L_wirst_ik_bind_anim,0.5361260144479733,0.8027158029864002,0.2611823812358518,-0.3319105075316526,-0.08402835790780516,0.9395608815065677,0.7761470940628534,-0.5904122074476577,0.22138002094717488
2,arm_L_wirst_ik_bind_anim,0.5818787553011859,0.7994550851200336,0.14929394162142667,-0.24181346950674498,-0.0051974273422150654,0.9703088336782946,0.776494275635212,-0.6007033823982861,0.19029473529502913
2,arm_L_wirst_ik_bind_anim,0.6400328360586641,0.7659316563383103,0.06088239963696621,-0.16406105156112533,0.05882231873751564,0.9846948289592058,0.7506276974155435,-0.6402254545370673,0.1633077684479366
2,arm_L_wirst_ik_bind_anim,0.7045863240936672,0.7096039373919368,0.004512642023715817,-0.1041150275556171,0.09708421545474155,0.9898154960125803,0.7019388669515795,-0.6978802957151017,0.14228464398990984
2,arm_L_wirst_ik_bind_anim,0.7670171112548538,0.6413481213874807,-0.01890339215613202,-0.06502263317998609,0.1070059939235134,0.9921299181250317,0.638323435427997,-0.759751475455751,0.123777571983819
2,arm_L_wirst_ik_bind_anim,0.819411440185574,0.5729856159131983,-0.01588633530981748,-0.045898687286271514,0.09321396534617978,0.9945875864748358,0.5713652091249524,-0.8142472846875294,0.10267987719405294
2,arm_L_wirst_ik_bind_anim,0.8568989570847455,0.5154788628167205,0.002391513381957755,-0.0412128525643731,0.06388362434305506,0.9971060040558891,0.5138342905359496,-0.8545176560668458,0.07598616544767367
2,arm_L_wirst_ik_bind_anim,0.8778783172726293,0.47828911011831365,0.023857644577961475,-0.04197521251745581,0.02722487710922483,0.9987476596220397,0.4770406079116233,-0.8777803445102991,0.04397641634660143
2,arm_L_wirst_ik_bind_anim,0.8837716413371565,0.466248557792109,0.03949643433282174,-0.03894058895109703,-0.010830212594267863,0.9991828346340348,0.46629531039929,-0.8845874681748218,0.008584558677557808
2,arm_L_wirst_ik_bind_anim,0.8791436618832947,0.4744066213989563,0.045219236429406846,-0.026195712200406316,-0.04663658643807977,0.9985683819687649,0.475836323154028,-0.8790696140683232,-0.028572840058776132
2,arm_L_wirst_ik_bind_anim,0.8667536959958934,0.49718699214432827,0.03928263382124761,-0.0013384227041357277,-0.07644521438796814,0.997072884909545,0.4987346379610339,-0.8642691849416207,-0.06559372575348288
2,arm_L_wirst_ik_bind_anim,0.8478947242039636,0.5297321832251847,0.02140912708551679,0.03517461218745747,-0.09650209146547173,0.9947110600572671,0.5289964870625762,-0.8426572021873837,-0.1004567383363828
2,arm_L_wirst_ik_bind_anim,0.8232739813223561,0.5675919159344186,-0.007705105030617058,0.0807483670281789,-0.10366556327541265,0.9913289828372184,0.5618715626368,-0.8167575331496413,-0.1311772813538734
2,arm_L_wirst_ik_bind_anim,0.7937253316078947,0.606488517374198,-0.04660232029829237,0.13133107463001575,-0.09606039638661577,0.9866734764260017,0.5939294964896613,-0.7892680650699695,-0.15589635871387084
2,arm_L_wirst_ik_bind_anim,0.7607171385295819,0.642370335212865,-0.09311169414137,0.18214876012348502,-0.07358117959978672,0.9805139668531914,0.6230018172789242,-0.7628539587936972,-0.17298142449391188
2,arm_L_wirst_ik_bind_anim,0.7265691871336213,0.6717602415909312,-0.14434470591498216,0.22847831377411726,-0.0380883605429363,0.9728036476730995,0.6479929601800664,-0.7397887905401416,-0.18115647641812307
2,arm_L_wirst_ik_bind_anim,0.6943193049856711,0.692255565664486,-0.19673061411675896,0.2663345360024576,0.006787841404057859,0.9638567529158206,0.6685705779172235,-0.7216205076185238,-0.1796586355503513
2,arm_L_wirst_ik_bind_anim,0.66727276296229,0.7029617526230989,-0.2461540862096998,0.2929044918698479,0.056196700936322896,0.9544888105401442,0.6848021746834171,-0.7090040233686506,-0.1684021270528608
2,arm_L_wirst_ik_bind_anim,0.6483656822466839,0.7046585034370924,-0.28823312720537436,0.30664732013481993,0.10481513110257715,0.946034465199912,0.6968424234638171,-0.7017621974898243,-0.14812310770209905
2,arm_L_wirst_ik_bind_anim,0.6395359056263078,0.6995925352105787,-0.31869124571028523,0.3070749121125975,0.14757144162681698,0.9401742753166686,0.7047686313718701,-0.6991372928787436,-0.12045008069903163
2,arm_L_wirst_ik_bind_anim,0.641273180274296,0.6909111463550709,-0.3337821087224594,0.2944005367136534,0.18016598239403478,0.9385459726463617,0.7085880553915672,-0.700129992665872,-0.0878689998013129
